Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
1355,9012,221.704,0.592,78.107,189.977,332.186,454.623,546.037,717.395,1277.858,0.005
1360,8849.8,231.118,0.82,75.459,185.27,344.75,497.306,595.734,792.513,1298.079,0.004
1365,8356.2,248.823,0.786,79.609,196.252,371.382,541.606,651.928,867.531,1393.005,0.004
1370,7922.4,258.952,0.642,90.344,209.53,387.281,546.216,649.265,856.888,1507.657,0.004
1375,7124,291.56,1.077,97.108,232.34,431.529,627.362,753.638,1011.373,1763.029,0.003
1380,3139,899.101,0.721,97.217,255.422,555.906,3180.292,3437.45,9730.379,12942.391,0.001
1385,523.2,5774.958,2.386,213.433,9012.83,9220.407,9385.483,9466.663,9626.552,9871.085,0
1390,947,260.764,1.241,88.84,243.79,383.209,513.916,609.621,801.21,1038.701,0.004
1395,9325.4,220.177,0.7,69.507,175.491,327.902,480.228,573.407,767.022,1521.092,0.005
1400,8827.4,231.362,0.747,77.583,188.002,345.785,494.66,586.05,771.571,1363.438,0.004
1405,8313.2,248.619,0.798,84.354,200.334,373.881,531.579,629.518,820.225,1482.272,0.004
1410,7591.8,272.43,0.64,85.754,217.447,414.303,593.747,699.767,918.363,1577.988,0.004
1415,6944.4,293.235,0.811,95.482,234.168,439.211,634.445,754.669,993.082,5928.46,0.003
1420,2191.8,1063.294,0.782,72.374,231.491,556.493,4660.403,4869.154,5191.378,5842.122,0.001
1425,4930,874.614,1.282,111.683,282.443,540.695,942.428,7021.2,7443.921,8296.154,0.001
1430,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1435,6436.2,235.414,0.753,73.217,193.667,353.116,506.819,605.788,803.011,1359.955,0.004
1440,8685.6,236.9,0.791,78.379,191.11,354.015,509.735,608.985,794.543,1352.046,0.004
1445,8022.4,253.677,0.618,81.59,203.646,379.457,548.919,653.419,862.795,1630.103,0.004
1450,7579.4,269.548,1.013,92.436,219.34,406.063,567.84,665.407,890.039,1668.111,0.004
1455,6893,299.88,0.652,99.151,230.161,446.733,651.273,779.527,1056.934,2069.402,0.003
1460,6797,306.571,0.683,104.113,240.483,454.702,648.858,783.486,1043.935,3003.544,0.003
1465,4463.8,560.355,1.427,120.531,296.557,593.342,1389.918,1792.595,8939.362,9690.111,0.002
1470,730.4,4218.22,1.268,149.475,553.069,8435.812,8711.271,8819.61,8889.502,9494.065,0
1475,2057.2,248.517,1.025,85.577,200.757,369.039,532.886,642.17,849.538,1698.835,0.004
1480,9253.2,220.759,0.695,72.506,177.586,327.112,476.421,571.083,770.031,1330.326,0.005
1485,8907,229.672,0.808,73.414,176.859,342.136,501.631,604.72,821.41,1543.885,0.004
1490,7946.2,258.091,0.62,83.056,205.029,389.233,559.934,665.376,869.788,1588.898,0.004
1495,7744.2,270.639,0.7,95.348,219.61,398.249,566.341,681.766,952.589,1772.66,0.004
1500,6983.2,286.698,0.676,78.655,220.925,437.996,636.783,769.719,1033.837,1915.028,0.003
1505,6695,309.252,0.75,99.425,243.155,462.735,671.467,802.51,1069.402,1689.343,0.003
1510,6458.8,322.475,0.767,103.468,255.483,487.871,698.241,818.826,1071.597,1786.651,0.003
1515,5986.6,337.311,0.77,98.888,257.853,513.728,747.395,887.119,1205.2,2093.623,0.003
1520,2667.8,1791.378,0.697,107.686,323.834,695.755,9712.267,10019.983,10290.075,11142.694,0.001
1525,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1530,5544.6,236.708,0.826,74.144,187.497,352.825,514.03,621.689,828.784,1557.798,0.004
1535,8580.4,239.193,0.908,88.16,196.01,352.492,495.815,595.332,804.393,1668.649,0.004
1540,8214,250.612,0.828,81.552,198.144,373.316,544.52,652.658,879.249,1766.584,0.004
1545,7583.8,272.26,1.003,89.953,218.484,409.515,584.612,693.392,903.694,1490.286,0.004
1550,4184.8,748.22,0.934,98.582,248.627,479.064,1062.217,5162.416,5521.274,6282.036,0.001
1555,2972.8,337.222,1.864,110.802,278.483,499.227,714.711,852.833,1150.307,1914.837,0.003
1560,3927.4,980.637,0.853,94.33,252.201,517.712,6684.254,7019.378,7408.721,8042.754,0.001
1565,533.4,336.198,2.484,154.165,303.735,477.937,619.318,717.09,919.367,1277.721,0.003
1570,8951.2,232.176,0.893,73.403,187.294,347.951,503.936,600.174,790.996,1655.031,0.004
1575,8204.6,247.616,0.886,74.488,194.839,374.39,541.736,649.776,877.978,1679.983,0.004
1580,7640.8,267.648,0.746,87.207,214.317,401.723,576.857,681.095,901.879,1504.538,0.004
1585,7273.8,281.605,0.842,98.429,230.233,421.913,587.123,697.863,933.968,1677.578,0.004
1590,6973.4,297.395,0.595,86.593,233.21,456.185,650.206,777.269,1028.647,1677.129,0.003
1595,6513.2,313.886,0.884,103.132,252.072,473.397,669.409,790.209,1041.427,1674.061,0.003
1600,6241,328.022,1.027,101.943,257.641,496.808,715.328,840.007,1130.198,2131.766,0.003
1605,6024.6,342.396,1.306,120.737,276.855,521.886,709.721,824.331,1085.098,1993.11,0.003
1610,4794.8,1223.262,1.402,122.634,309.251,647.962,1175.872,10370.816,10820.061,11753.702,0.001
1615,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1620,634.6,445.875,1.49,180.789,362.139,602.128,928.598,1152.419,1552.163,2262.844,0.002
1625,5347.8,377.987,1.397,126.556,296.378,570.025,812.403,960.164,1259.458,2073.479,0.003
1630,8105,250.265,0.593,74.396,195.197,377.517,552.712,661.47,875.278,1625.669,0.004
1635,7871.6,260.549,0.808,83.797,202.49,390.576,572.105,681.753,913.067,1712.374,0.004
1640,7497.6,277.306,0.555,92.617,222.566,413.534,592.974,706.552,945.466,1638.214,0.004
1645,6562.8,341.152,0.712,99.584,242.27,459.353,722.909,1142.22,1613.112,2461.393,0.003
1650,5643.4,326.821,0.913,95.364,254.187,498.751,719.387,860.501,1159.308,1936.493,0.003
1655,6401.6,320.515,1.263,109.064,251.66,476.549,681.609,810.693,1116.231,2135.662,0.003
1660,5878.8,362.261,0.759,113.139,277.977,547.188,792.192,940.675,1271.801,3888.253,0.003
1665,4418.8,438.415,0.911,87.911,228.323,441.381,841.789,2284.941,2675.295,3870.151,0.002
1670,8250.4,249.345,0.838,83.33,203.839,369.494,534.882,638.097,843.413,1496.139,0.004
1675,8281,246.098,0.605,83.123,200.23,367.797,524.697,619.702,823.185,1539.838,0.004
1680,7715.6,269.085,1.007,84.32,207.515,406.567,591.567,707.009,944.962,1815.01,0.004
1685,7314.2,281,1.035,102.221,229.18,416.916,587.589,698.31,934.727,2143.443,0.004
1690,6718.4,301.451,0.7,92.13,242.716,455.495,654.987,776.653,1016.404,1705.354,0.003
1695,6491.6,316.246,1,97.138,247.085,485.221,684.407,806.221,1114.089,1912.457,0.003
1700,6057.2,339.848,0.722,113.638,275.868,515.518,722.455,843.479,1116.552,1907.768,0.003
1705,5972.2,550.557,0.664,101.39,267.03,529.95,806.145,1001.942,11296.985,12360.732,0.002
1710,495.2,6508.83,1.516,158.499,10670.04,10881.224,11039.717,11094.369,11247.306,11620.873,0
1715,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1720,6681.4,247.254,1.27,93.193,207.962,366.251,508.736,595.486,781.64,1236.684,0.004
1725,8430.2,242.717,0.63,82.703,198.27,362.705,514.663,612.606,817.616,1558.33,0.004
1730,8235.8,248.137,0.866,82.352,199.486,364.88,534.976,644.039,857.578,1525.246,0.004
1735,7083.2,292.664,0.681,104.082,237.44,440.608,618.53,728.354,962.31,1879.726,0.003
1740,6973.8,296.857,0.881,93.635,232.616,448.693,644.487,764.633,1027.994,1717.869,0.003
1745,6534.6,309.734,0.704,94.752,246.375,470.017,671.108,803.107,1073.819,2032.139,0.003
1750,6509.4,322.163,1.406,110.524,257.95,487.14,687.665,807.33,1021.951,1688.206,0.003
1755,3441,1580.593,0.604,108.839,295.536,631.43,10622.419,10954.543,11208.969,11959.228,0.001
1760,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1765,2438,253.73,0.486,86.379,211.822,373.078,531.964,637.705,876.194,1452.389,0.004
1770,9404.8,218.367,0.538,64.383,168.516,321.995,484.969,589.518,823.596,1588.527,0.005
1775,8484.8,243.84,0.694,83.78,195.306,362.582,522.959,624.422,828.67,1379.497,0.004
1780,7937.2,259.515,0.984,82.72,209.593,390.704,558.966,663.109,879.613,1689.893,0.004
1785,7599.2,269.93,1.186,94.606,219.788,402.9,568.449,675.157,888.733,1485.366,0.004
1790,3620.2,1111.254,0.877,102.508,246.608,499.993,7467.442,7696.611,8161.481,9539.309,0.001
1795,317.6,489.327,3.903,155.141,435.97,745.021,1000.324,1102.29,1422.641,1665.223,0.002
1800,4863.6,1158.512,1.086,102.479,268.046,551.843,985.648,10309.083,10704.544,11648.576,0.001
1805,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1810,1538.8,256.761,0.461,84.101,207.025,388.081,554.588,667.825,864.451,1358.408,0.004
1815,8837.2,232.633,0.953,77.856,192.039,344.854,490.72,586.592,792.263,1397.556,0.004
1820,8719.8,241.035,0.499,73.667,193.256,366.142,522.694,618.39,822.125,1495.526,0.004
1825,7452.4,269.721,0.891,88.963,213.879,406.366,580.418,686.857,907.328,1620.962,0.004
1830,7320.8,282.307,1.111,94.602,231.079,417.168,599.459,713.543,951.409,1573.276,0.004
1835,6893.6,295.375,0.61,84.958,231.296,455.644,648.132,767.258,1040.39,1776.481,0.003
1840,6554.4,313.31,0.802,102.513,250.418,471.374,668.133,795.418,1061.294,2068.395,0.003
1845,6138.6,372.753,0.73,112.906,272.611,512.991,735.839,878.229,1192.143,11237.67,0.003
1850,1064,3719.259,1.066,114.49,384.92,9606.286,9877.52,10030.262,10326.383,10636.426,0
1855,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1860,7717.4,247.071,0.775,77.017,196.522,371.995,537.742,645.92,847.891,1414.912,0.004
1865,8706.6,237.869,0.844,75.038,189.729,355.121,514.532,616.319,839.259,2008.597,0.004
1870,7897.2,257.667,0.8,80.163,202.684,389.105,558.967,669.03,890.524,1692.55,0.004
1875,7597,272.59,0.864,92.372,219.792,410.392,578.228,685.208,910.838,1679.871,0.004
1880,6829.4,295.652,1.066,95.128,234.977,447.048,635.95,755.46,995.187,1808.144,0.003
1885,6542.6,314.358,0.597,105.944,253.491,473.133,666.943,789.255,1040.322,1993.892,0.003
1890,6231,330.994,0.605,102.712,255.816,507.806,724.861,853.081,1125.991,2020.161,0.003
1895,5696.8,359.353,0.789,129.029,289.316,540.726,745.554,882.576,1188.892,2039.067,0.003
1900,2590,1921.628,1.107,125.437,290.933,642.902,10427.761,10728.859,10928.771,11592.576,0.001
1905,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1910,4526.8,248.247,1.123,77.18,200.846,371.767,534.51,641.296,873.196,1414.209,0.004
1915,8738.4,239.048,0.791,82.299,191.452,354.547,511.519,604.069,802.956,1546.316,0.004
1920,7970,254.507,0.54,89.658,210.428,379.218,540.258,632.657,821.297,1637.503,0.004
1925,7404.4,277.304,0.904,79.496,211.342,423.61,609.603,733.767,989.547,1949.762,0.004
1930,7092.6,290.597,1.032,98.606,235.765,434.404,615.538,734.886,990.42,1869.261,0.003
1935,6859,301.343,0.801,94.59,230.678,451.636,660.448,795.838,1081.231,1735.5,0.003
1940,6022.2,337.499,0.755,97.912,261.857,509.91,745.262,893.03,1197.104,2006.532,0.003
1945,6112,338.374,0.848,98.263,263.976,512.667,749.179,890.259,1206.699,2190.673,0.003
1950,5877,388.625,0.76,105.914,275.661,533.386,765.607,953.575,3264.267,3967.906,0.003
1955,3655,478.896,1.428,106.732,243.255,452.971,801.211,2718.304,3012.036,3740.845,0.002
1960,7897,263.498,0.618,89.232,214.978,393.663,561.507,669.531,878.294,1369.693,0.004
1965,7379,275.023,1.006,91.634,222.588,411.711,584.245,695.799,909.346,1690.495,0.004
1970,5921.8,698.345,0.835,114.219,268.532,489.148,789.138,5918.655,6475.307,7880.178,0.001
1975,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1980,3239.2,1474.443,1.124,142.173,317.904,618.467,9216.865,9400.357,9728.826,10407.905,0.001
1985,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1990,4134.4,324.81,1.134,106.018,263.002,481.156,690.549,830.488,1093.936,2017.269,0.003
1995,7435.8,271.39,0.83,87.668,211.95,402.369,593.368,713.287,968.537,1854.619,0.004
2000,8548.4,240.941,0.46,73.063,189.809,362.178,527.9,633.594,849.021,1513.275,0.004
2005,8093,251.611,0.681,77.794,197.371,380.396,551.731,655.363,873.063,1546.691,0.004
2010,7454.6,281.015,1.055,96.257,226.346,418.869,600.695,718.519,928.212,1706.475,0.004
2015,4739,629.002,0.558,103.249,247.662,469.069,884.235,4298.993,4700.013,5825.255,0.002
2020,3321.2,336.692,0.952,116.747,262.524,500.831,728.094,881.516,1174.613,1768.585,0.003
2025,1708,1642.557,1.279,121.014,317.849,886.236,6002.722,6197.491,6496.676,7158.407,0.001
2030,4879.6,251.964,1.442,83.285,203.662,377.632,543.908,645.826,855.7,1437.066,0.004
2035,8535.4,241.311,0.624,79.665,193.173,362.196,517.644,619.232,831.01,1548.239,0.004
2040,8191.4,250.285,0.994,80.28,199.235,376.027,541.382,645.444,860.712,2004.151,0.004
2045,7568.4,271.272,0.791,86.576,213.971,408.838,583.993,696.715,944.029,1700.972,0.004
2050,7211.6,285.135,1.183,93.951,224.657,427.875,611.129,731.893,992.026,1976.107,0.004
2055,6486.6,315.201,0.864,108.395,257.781,471.613,664.564,784.256,1032.642,1579.087,0.003
2060,6204,332.598,0.731,106.635,260.169,502.978,719.502,858.254,1136.997,2054.113,0.003
2065,6013.2,341.915,0.864,107.994,269.018,511.629,749.189,890.306,1183.659,1746.015,0.003
2070,4553,444.827,0.942,74.546,224.843,482.147,995.219,2218.75,2591.957,3571.951,0.002
2075,7573.6,267.505,0.803,76.332,212.776,402.087,592.73,702.826,944.408,1888.744,0.004
2080,7960.2,258.394,0.616,83.475,205.269,385.456,560.885,674.156,901.445,1451.899,0.004
2085,5308.8,398.508,0.63,92.62,233.006,448.479,759.322,1895.306,2408.542,3320.466,0.003
2090,3553.6,1019.667,1.51,115.724,271.939,532.426,6411.357,6684.472,6981.856,7896.041,0.001
2095,1140.6,355.506,1.494,153.602,311.241,521.732,695.526,814.403,1063.193,1790.07,0.003
2100,2835.6,1483.478,1.061,107.492,275.055,586.861,8465.727,8646.187,8944.268,9680.793,0.001
2105,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2110,7906.8,240.518,0.753,81.919,201.022,346.907,506.144,619.376,851.157,1579.634,0.004
2115,8772.4,234.627,0.544,72.314,188.412,348.888,508.761,613.557,832.303,1653.193,0.004
2120,7836.4,261.918,0.587,79.153,203.817,392.388,575.341,694.753,927.867,1595.398,0.004
2125,7474.6,277.488,0.617,95.851,223.037,416.1,588.921,696.465,931.346,1541.187,0.004
2130,6894.8,295.096,0.886,99.091,238.402,444.078,629.571,743.512,981.897,1871.642,0.003
2135,6716.6,309.329,0.86,92.601,239.107,469.237,684.575,816.132,1073.588,1916.696,0.003
2140,6164,328.633,1.168,117.989,270.685,492.238,682.719,803.89,1068.193,1898.366,0.003
2145,4131.8,1066.223,1.158,127.892,303.51,601.37,1419.527,7695.179,8166.232,9236.595,0.001
2150,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2155,6791,250.039,0.951,84.36,203.165,373.951,533.511,631.871,834.522,1486.092,0.004
2160,8456.4,244.789,0.745,79.085,192.537,363.54,528.568,634.855,870.516,1532.807,0.004
2165,7663.8,267.039,1.007,82.703,216.838,399.658,580.386,685.747,910.756,1699.6,0.004
2170,7478.8,276.929,0.689,86.186,218.038,417.135,607.173,720.441,959.729,1775.061,0.004
2175,4321.8,747.96,1.013,94.507,251.057,501.853,1052.213,5211.005,5503.548,6277.731,0.001
2180,2573.2,328.041,1.2,119.455,280.652,485.429,680.372,797.296,1026.792,1595.739,0.003
2185,2972.2,1827.481,0.889,101.614,273.469,577.949,11284.236,11567.371,11891.851,12730.429,0.001
2190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2195,2661.4,255.957,1.59,91.384,208.358,380.986,543.885,642.173,844.166,1511.24,0.004
2200,8380.8,244.009,1.132,84.114,200.618,366.478,517.582,609.417,799.278,1370.171,0.004
2205,8050.2,253.03,0.895,86.437,205.837,371.136,540.987,647.994,873.446,1471.275,0.004
2210,7780.6,265.637,0.643,79.274,210.32,402.092,583.521,694.769,920.458,1513.765,0.004
2215,6935,296.37,0.825,101.814,241.564,443.87,626.655,740.295,975.788,1705.191,0.003
2220,6735.2,304.201,0.691,95.112,241.958,461.699,662.185,772.432,1031.527,1762.721,0.003
2225,6417,322.336,1.182,100.436,253.253,490.433,694.563,830.196,1119.912,1905.247,0.003
2230,5883.6,345.998,0.829,101.469,253.488,514.786,777.916,946.49,1331.835,2744.449,0.003
2235,5752.4,355.013,0.709,116.668,287.244,530.052,753.302,910.767,1215.663,1953.482,0.003
2240,6485,340.038,0.873,103.344,250.645,508.871,763.88,913.902,1290.141,2282.458,0.003
2245,6812.2,274.773,1.004,97.597,215.571,405.4,591.86,705.504,944.14,1658.624,0.004
2250,7755,265.386,0.998,85.787,209.822,396.426,575.875,689.65,914.262,1692.089,0.004
2255,6867.4,297.725,0.838,103.687,241.205,437.041,628.099,750.564,1020.482,1686.802,0.003
2260,2534.2,1015.062,1.058,102.484,258.679,553.129,4830.318,5038.307,5388.537,5958.541,0.001
2265,4591.6,557.622,1.088,114.582,278.802,502.936,735.735,941.203,8209.34,9191.484,0.002
2270,419.6,5158.211,1.147,86.322,7780.625,7898.931,8195.775,8338.122,8612.854,9157.687,0
2275,3541.8,246.827,0.981,80.542,200.725,368.116,522.494,639.87,867.752,1434.957,0.004
2280,8414.6,244.848,0.883,80.2,200.564,364.835,526.078,621.456,834.737,1437.419,0.004
2285,7907,259.496,0.789,90.458,211.577,384.996,547.919,651.89,859.484,1791.871,0.004
2290,7523,271.263,0.789,91.957,222.54,405.315,572.333,682.032,899.053,1634.011,0.004
2295,6956.6,296.744,0.848,95.734,236.936,440.175,634.366,768.275,1072.392,1920.397,0.003
2300,6774.2,301.87,1.127,98.603,239.872,453.885,649.935,769.225,1026.424,1888.606,0.003
2305,6384,326.128,1.214,116.361,260.515,493.601,687.156,803.558,1060.268,1771.577,0.003
2310,2762.8,1984.213,1.5,134.619,295.113,626.535,11470.112,11697.342,12028.345,12687.66,0.001
2315,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2320,2597.4,236.821,1.412,85.065,196.346,346.739,497.886,590.829,798.048,1373.054,0.004
2325,8712.4,234.235,0.613,69.975,181.335,351.887,520.493,625.098,843.578,1464.145,0.004
2330,8632.8,238.25,0.906,73.204,187.366,357.581,523.132,625.409,822.394,1374.45,0.004
2335,7545.4,268.501,0.784,90.601,218.213,401.146,571.813,677.797,902.031,1421.714,0.004
2340,7431.8,287.884,0.813,103.064,234.393,424.513,605.26,721.392,960.955,1666.86,0.003
2345,4906.8,533.306,0.927,103.059,259.176,515.818,917.039,3087.442,3494.792,4335.007,0.002
2350,3690.2,1168.173,1.394,102.843,300.956,595.713,7690.843,7956.715,8369.609,12362.778,0.001
2355,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2360,1212.8,1597.925,1.705,179.6,437.33,3862.42,4369.581,4532.209,4745.412,5061.821,0.001
2365,4771.4,271.885,1.227,97.407,221.114,402.368,577.649,679.872,899.541,1416.739,0.004
2370,8775.2,234.189,0.72,80.162,192.299,347.966,495.188,590.666,779.085,1312.849,0.004
2375,8003.2,255.913,0.867,82.348,203.602,384.217,558.021,664.686,876.719,1841.381,0.004
2380,6835.8,298.883,0.691,84.485,221.68,435.432,688.298,845.431,1153.51,2244.451,0.003
2385,7152.2,286.489,1.103,93.506,230.548,425.198,616.537,739.207,994.727,1815.703,0.003
2390,6900.4,298.435,1.22,102.653,234.865,448.594,629.454,758.857,1011.543,1738.586,0.003
2395,6412.4,321.224,1.264,107.616,258.99,485.537,683.134,807.881,1051.626,1917.574,0.003
2400,6253,331.073,0.823,107.671,262.847,502.938,710.261,838.074,1101.346,2063.508,0.003
2405,5761.6,354.737,1.255,123.475,283.157,535.911,742.672,871.613,1153.003,2253.711,0.003
2410,3290.6,1439.941,1.33,112.743,328.473,682.936,8953.312,9132.76,9530.355,10575.51,0.001
2415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2420,5529.8,244.266,0.756,82.304,203.679,351.835,526.122,637.536,856.224,1642.921,0.004
2425,8186.6,250.907,0.69,80.339,200.341,376.82,542.805,649.286,859.702,1383.362,0.004
2430,7790.6,265.085,0.914,89.052,211.438,392.432,568.333,683.251,917.237,1741.182,0.004
2435,7344.8,278.103,1.13,92.759,224.131,416.89,592.582,702.043,929.648,1428.063,0.004
2440,6367.2,367.658,0.826,108.682,259.524,481.641,706.371,858.853,3609.836,4448.3,0.003
2445,2383.2,739.278,1.725,135.426,340.376,664.771,3204.454,3408.052,3689.593,4588.293,0.001
2450,2856.8,1176.265,1.008,117.65,301.032,616.061,6216.94,6478.356,6723.622,7462.663,0.001
2455,2895.4,240.403,1.025,89.111,204.872,356.146,493.495,584.122,762.744,1247.526,0.004
2460,8857.8,228.555,0.749,68.952,183.502,339.616,498.129,601.152,807.078,1571.115,0.004
2465,8400.6,251.681,0.711,85.949,198.418,375.58,540.164,638.559,874.714,1925.198,0.004
2470,7880.4,256.21,0.987,78.892,199.276,388.273,562.376,674.791,895.453,1691.851,0.004
2475,7344.2,287.341,0.502,94.585,226.151,423.127,628.987,759.061,990.583,1906.191,0.003
2480,3538.2,673.997,0.945,95.516,251.828,523.571,3487.842,3719.197,4139.555,4777.261,0.001
2485,4924,917.019,1.298,114.892,280.579,540.606,946.619,7526.184,7911.028,8764.935,0.001
2490,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2495,4933.8,255.914,0.819,82.65,205.976,376.077,552.418,674.182,904.958,1411.127,0.004
2500,8562.4,234.086,0.663,77.78,190.745,349.2,506.054,602.062,791.458,1337.495,0.004
2505,7865.6,260.668,0.92,89.845,209.281,384.35,561.763,669.532,876.285,1504.788,0.004
2510,7311.4,280.695,1.325,91.4,224.616,419.936,605.157,718.308,957.728,1739.136,0.004
2515,6930.2,297.903,1.057,108.912,249.376,430.395,618.307,738.007,994.708,2171.597,0.003
2520,6592,310.059,1.016,91.4,240.108,479.277,677.413,801.335,1067.698,1857.929,0.003
2525,6404.2,325.359,1.124,106.283,261.263,489.207,693.33,823.183,1096.277,1957.055,0.003
2530,5661.8,357.656,1.157,119.976,285.207,530.753,758.381,895.53,1193.184,11885.139,0.003
2535,1335.6,3448.248,1.615,130.338,413.965,10302.596,10762.544,10915.9,11206.307,12149.117,0
2540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2545,5693,265.567,0.889,94.605,220.409,393.807,551.357,661.501,883.977,1418.431,0.004
2550,8051.8,252.269,0.891,88.956,209.449,373.555,534.675,628.914,826.315,1518.499,0.004
2555,7899.4,259.618,0.835,87.748,208.21,386.07,554.962,661.273,880.892,1659.87,0.004
2560,7284.6,283.332,1.188,92.49,227.958,426.309,610.816,726.031,938.116,1577.459,0.004
2565,6803.2,299.751,0.755,102.97,242.429,446.666,638.94,756.464,1002.622,1791.919,0.003
2570,6277.8,332.954,0.97,106.155,264.961,504.155,713.157,848.737,1134.047,2108.77,0.003
2575,6251.4,320.955,1.132,100.993,252.978,486.175,692.581,829.774,1113.603,1990.425,0.003
2580,5675.6,792.025,0.669,120.716,293.689,565.86,851.766,1213.231,11302.034,12447.84,0.001
2585,231.2,8354.208,1.292,10630.309,10744.283,10931.343,11166.569,11270.891,11574.655,12246.094,0
2590,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2595,6776.6,258.787,1.353,83.295,207.895,385.737,557.407,670.397,912.179,1637.175,0.004
2600,8163.6,252.657,0.884,77.18,197.176,377.737,552.482,669.028,896.728,1657.337,0.004
2605,7550,269.939,0.74,91.257,222.221,406.074,565.712,678.492,911.883,2030.668,0.004
2610,7043.6,291.764,1.338,106.886,247.003,432.15,599.448,702.573,930.268,1634.192,0.003
2615,6453.8,326.373,0.837,104.39,257.654,491.667,703.37,842.004,1115.019,1896.856,0.003
2620,6129.8,325.545,0.765,94.304,261.353,496.69,712.502,842.441,1130.941,1803.853,0.003
2625,6080.4,340.647,0.819,124.676,275.94,506.819,714.597,841.57,1113.356,1707.437,0.003
2630,5735.2,353.657,0.744,110.116,274.908,541.462,770.027,911.945,1210.231,2106.381,0.003
2635,5323.4,1322.421,1.173,129.435,324.643,644.713,1084.029,12798.543,13283.236,14532.971,0.001
2640,7.8,11907.218,2.741,12577.667,12617.238,13171.569,13517.759,13646.586,13657.828,13657.828,0
2645,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2650,3766,272.475,1.988,100.237,233.534,388.928,570.631,694.73,913.235,1447.018,0.004
2655,8170.2,249.82,1.019,82.912,196.938,373.597,539.403,643.01,855.886,1452.159,0.004
2660,7502.4,270.908,1.134,89.483,212.981,404.974,585.306,698.161,943.079,1798.611,0.004
2665,7202.2,288.432,1.041,97.131,234.131,431.923,615.202,732.262,962.997,1568.879,0.003
2670,6384.4,319.152,1.328,114.694,254.739,476.05,676.177,793.505,1054.306,1824.366,0.003
2675,2600.4,1042.407,1.404,115.088,293.535,634.526,4872.517,5204.301,5486.022,6227.957,0.001
2680,4126,344.045,1.622,119.901,282.197,518.805,723.36,851.283,1111.342,1700.072,0.003
2685,5778.6,351.6,0.912,117.566,288.646,528.875,751.575,872.562,1160.455,2040.01,0.003
2690,4356.8,689.656,1.145,129.196,308.167,605.805,1157.037,4065.966,4435.746,5260.53,0.001
2695,3920.4,273.234,1.008,82.614,212.26,418.813,594.025,718.085,967.787,1965.241,0.004
2700,6569,311.452,1.054,92.29,230.571,438.536,704.343,916.273,1288.695,1943.355,0.003
2705,7565.4,273.771,0.67,90.964,219.823,410.758,582.803,693.125,927.975,1666.901,0.004
2710,6996.2,288.9,0.971,104.516,240.441,426.071,602.072,715.978,940.669,1666.807,0.003
2715,6406.2,326.461,1.237,110.955,267.91,490.473,697.701,826.291,1078.328,1798.846,0.003
2720,6356,320.488,1.152,99.07,254.11,483.751,695.36,825.635,1105.117,1791.003,0.003
2725,5830,350.151,1.742,123.831,278.184,529.284,733.942,856.3,1138.196,12929.355,0.003
2730,1525,3411.57,0.979,153.685,387.405,11511.057,11956.436,12126.19,12455.325,12916.008,0
2735,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
