Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
2740,3098.8,286.92,2.135,119.466,241.581,414.884,587.314,684.017,895.776,1411.905,0.003
2745,8631,239.427,0.828,89.562,199.443,347.983,501.902,599.577,790.05,1580.345,0.004
2750,7909,259.679,0.989,90.15,210.856,384.516,551.659,658.391,888.595,1610.476,0.004
2755,7291,280.301,0.818,82.32,220.02,422.366,618.18,739.063,988.878,1582.36,0.004
2760,7135,282.648,1.696,100.547,232.939,421.321,590.638,697.481,921.294,1506.609,0.004
2765,6315.8,324.806,1.183,113.745,260.667,484.574,682.183,820.594,1084.921,1762.95,0.003
2770,4829.2,428.82,0.494,127.718,298.432,572.328,969.917,1425.582,1889.874,2653.568,0.002
2775,5986.6,339.964,1.375,111.212,274.368,517.038,721.995,852.982,1127.413,1827.735,0.003
2780,5391.2,389.706,1.48,124.999,301.011,576.386,845.477,1033.081,1405.587,2510.931,0.003
2785,3022,1678.493,1.698,104.133,317.218,702.374,10030.671,10285.959,10785.468,11875.535,0.001
2790,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2795,3574.6,273.928,1.572,96.707,223.69,409.357,581.536,681.155,885.542,1557.558,0.004
2800,8071.2,255.469,0.86,86.925,205.114,378.851,549.51,655.297,865.23,1469.099,0.004
2805,7461.6,271.621,1.038,99.574,223.52,404.296,567.666,676.048,886.559,1393.01,0.004
2810,7266.2,289.066,1.179,98.573,237.688,434.073,616.774,726.846,944.76,1497.026,0.003
2815,6612.6,306.79,0.655,115.712,254.044,457.013,629.254,739.44,969.356,1941.413,0.003
2820,2260.8,1598.945,1.588,127.759,290.021,590.946,7619.27,7675.635,7969.152,8886.237,0.001
2825,1242.2,399.967,3.12,155.753,334.046,589.861,816.854,981.195,1268.469,1791.336,0.003
2830,3631.8,1091.314,1.832,133.219,310.692,612.471,6782.665,7115.379,7425.74,8074.02,0.001
2835,374,382.129,24.143,183.457,362.186,499.718,696.542,815.179,1007.003,1341.078,0.003
2840,8216,244.305,1.09,90.259,199.703,359.005,514.692,617.56,838.028,1347.662,0.004
2845,8075.2,253.466,1.189,82.616,204.826,381.27,543.621,646.642,842.348,1520.273,0.004
2850,7647,266.461,1.136,91.949,216.367,399.028,563.284,665.392,882.698,1516.828,0.004
2855,7369.2,279.837,0.853,87.612,218.593,419.218,612.341,728.065,991.244,1876.922,0.004
2860,6520.2,317.678,0.669,104.319,256.17,473.234,679.239,811.91,1089.254,1748.101,0.003
2865,6411,319.55,1.148,98.881,242.862,487.342,701.519,837.422,1155.69,2155.362,0.003
2870,5848.8,361.837,1.602,117.112,281.558,540.196,767.843,915.806,1207.662,9794.217,0.003
2875,1444.8,2568.125,1.363,119.289,348.33,8169.23,8491.975,8672.102,8979.69,9735.489,0
2880,851,330.271,2.187,94.668,280.985,503.457,688.807,839.964,1005.557,1292.693,0.003
2885,7988,255.357,0.99,90.455,212.731,376.645,536.176,637.036,833.005,1480.384,0.004
2890,8240.6,254.599,0.598,85.475,204.656,379.876,548.198,646.152,858.917,1507.462,0.004
2895,7203.6,278.455,0.739,95.432,225.781,414.482,595.358,704.536,921.208,1712.376,0.004
2900,7195.2,280.507,1.044,90.922,224.156,423.939,601.063,714.432,939.384,1660.458,0.004
2905,6397.2,328.136,1.264,114.435,263.558,487.41,689.044,827.334,1125.819,1969.939,0.003
2910,6456,316.942,0.835,99.301,255.214,476.032,684.768,816.122,1096.816,2006.272,0.003
2915,5910,349.531,1.707,116.956,279.392,529.537,747.052,878.529,1142.008,1871.184,0.003
2920,5639,406.637,0.949,120.612,293.375,555.599,795.542,931.061,1263.824,15805.768,0.002
2925,887.2,6532.915,1.873,184.958,626.511,14274.094,14568.056,14675.746,14922.836,15740.808,0
2930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2935,259.8,426.134,29.607,248.132,409.881,554.866,740.984,853.594,1151.484,1479.992,0.002
2940,7636.4,262.228,1.245,95.365,213.307,387.384,553.055,654.821,871.203,1695.969,0.004
2945,6939.2,432.005,1.04,88.998,222.087,408.663,675.907,3134.54,3502.919,4260.121,0.002
2950,3849.2,286.344,1.71,96.892,238.584,424.956,599.556,711.012,935.194,1655.625,0.003
2955,7045.6,286.759,1.01,99.835,233.369,426.816,609.908,725.392,966.643,1518.061,0.003
2960,6659.8,314.202,1.397,119.509,252.384,463.724,663.592,782.218,1019.872,2002.751,0.003
2965,6410.6,318.405,0.757,109.545,250.635,476.494,676.651,810.298,1085.908,2004.223,0.003
2970,5945.6,342.928,0.893,115.995,280.712,513.692,718.07,857.077,1148.865,1948.282,0.003
2975,5257.8,1062.687,1.825,124.778,309.745,628.395,1064.104,9378.099,9704.693,10834.659,0.001
2980,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2985,1968,273.767,2.107,97.488,221.678,407.172,572.53,677.223,910.682,1689.683,0.004
2990,7925,261.36,0.83,93.124,217.657,386.722,548.32,652.744,855.251,1530.307,0.004
2995,7255.2,281.816,0.921,99.332,227.923,410.779,596.33,714.284,985.561,2026.322,0.004
3000,7281.8,283.78,1.309,102.909,229.521,424.141,597.671,705.965,899.856,1635.215,0.004
3005,6639.8,316.104,1.435,112.143,263.418,465.859,660.924,795.604,1052.938,1963.283,0.003
3010,3539,1051.07,1.794,117.468,285.92,578.887,6473.084,6717.121,7119.14,8147.845,0.001
3015,739.4,502.571,4.308,191.787,406.876,780.642,1039.273,1203.224,1513.084,1883.879,0.002
3020,4634,1168.39,2.595,162.062,370.995,708.275,1167.24,10125.456,10717.399,12003.378,0.001
3025,55.2,9980.13,23.839,9821.245,10013.194,10177.898,10326.673,10596.92,10860.44,10895.473,0
3030,269.8,450.861,13.756,291.942,447.743,565.864,711.11,825.539,1005.55,1237.11,0.002
3035,7354.4,277.133,0.881,104.381,235.321,405.848,578.801,681.953,891.657,1457.775,0.004
3040,7414.2,274.361,1.36,94.853,217.226,398.134,590.485,717.034,993.37,1875.676,0.004
3045,7072.4,290.906,1.01,101.4,237.466,430.647,616.965,729.775,966.024,1716.311,0.003
3050,6485.2,317.098,1.001,105.916,251.808,476.299,676.958,804.12,1065.945,1874.054,0.003
3055,5984.2,347.813,1.584,132.743,285.909,509.623,722.822,847.666,1116.665,1891.347,0.003
3060,5347.2,387.628,1.878,118.653,309.512,593.905,828.988,980.559,1367.436,2267.056,0.003
3065,4078.4,495.94,2.693,148.713,375.642,763.721,1093.118,1311.342,1645.64,2928.458,0.002
3070,3470.4,1773.029,4.72,219.861,519.113,971.22,10560.674,11161.873,11628.574,12685.312,0.001
3075,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3080,74.4,553.991,42.973,235.843,543.402,811.276,1008.611,1118.269,1418.867,1535.794,0.002
3085,7159.8,273.326,0.924,104.425,227.426,400.931,570.05,678.684,856.492,1445.55,0.004
3090,7670.4,265.879,0.94,89.138,217.33,394.756,566.825,674.973,892.697,1718.838,0.004
3095,6953.8,292.915,0.974,105.95,237.44,435.4,616.858,723.422,959.715,1499.577,0.003
3100,6834.4,301.4,1.512,107.235,239.989,451.867,638.645,757.04,1003.364,1776.199,0.003
3105,6236.6,331.342,1.396,116.457,268.249,495.062,695.511,819.824,1090.594,1907.04,0.003
3110,2006.4,1175.144,1.14,119.228,301.978,717.047,4137.516,4305.063,4675.029,18340.031,0.001
3115,887.8,6162.497,3.569,179.042,512.405,13518.123,13864.405,13908.816,14116.306,14803.429,0
3120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3125,969,351.506,4.451,109.875,283.254,527.444,754.24,881.265,1111.027,1689.61,0.003
3130,6707.2,305.283,0.979,94.254,214.598,396.379,616.255,1145.455,1499.081,2248.698,0.003
3135,8151,248.796,0.857,81.119,198.007,372.169,538.095,643.196,854.181,1420.568,0.004
3140,7240.8,281.92,0.768,99.445,227.121,420.835,598.486,701.138,931.09,1669.394,0.004
3145,6778.8,305.233,1.908,106.339,247.809,446.196,653.021,779.567,1038.782,1986.199,0.003
3150,6435.8,314.99,0.836,115.214,257.693,469.326,660.469,779.838,1023.953,1588.358,0.003
3155,5964.6,343.998,0.81,124.514,278.493,510.031,718.949,853.581,1144.833,1836.649,0.003
3160,6093.8,327.105,0.751,120.022,266.081,492.467,679.38,795.201,1052.694,2127.923,0.003
3165,4937.2,452.022,0.957,158.72,346.981,649.698,922.152,1102.66,1598.569,6301.462,0.002
3170,1220.8,1569.185,3.859,278.482,550.707,3733.598,4115.89,4339.472,4661.703,5442.52,0.001
3175,6326,319.521,1.801,96.29,240.262,442.479,702.055,991.647,1319.394,2223.041,0.003
3180,7238.4,282.16,1.424,99.123,228.557,410.713,602.37,723.207,979.265,1857.21,0.004
3185,6997.2,295.486,0.822,103.939,235.338,447.616,625.858,746.208,980.777,1619.7,0.003
3190,6287,327.71,1.346,113.98,259.943,487.454,699.623,841.204,1130.701,2119.847,0.003
3195,5974.6,350.681,1.025,126.526,283.73,526.466,739.647,866.773,1128.385,1993.948,0.003
3200,3571.6,576.835,3.872,154.393,371.038,798.766,1457.036,1851.695,2367.873,3472.882,0.002
3205,4583.4,788.058,2.246,182.57,385.625,664.618,939.77,1325.812,8764.133,9810.049,0.001
3210,217.8,7653.906,19.282,7910.243,8092.96,8446.313,8679.42,8791.014,9085.205,9516.892,0
3215,2672.2,284.465,1.669,126.115,240.512,399.132,555.013,659.492,942.96,2547.64,0.004
3220,5596.4,373.179,1.299,100.108,228.636,443.471,751.963,1577.15,2126.442,2901.685,0.003
3225,7199,281.026,1.634,96.412,223.661,417.958,604.98,715.363,961.03,1739.553,0.004
3230,6773.6,301.961,1.238,109.286,243.667,441.451,636.349,765.834,1034.991,1847.96,0.003
3235,6143.6,337.158,1.357,118.345,267.071,496.349,718.131,867.173,1148.844,1873.19,0.003
3240,5854,365.168,1.918,128.806,291.037,557.821,776.367,892.823,1182.291,1968.06,0.003
3245,3714.2,1567.933,1.965,204.796,443.65,771.036,10322.701,10599.956,10945.708,12254.289,0.001
3250,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3255,629,500.351,5.86,184.264,397.602,748.714,1002.029,1181.929,1765.607,2092.823,0.002
3260,2261,2551.804,1.865,159.569,412.639,937.163,12259.095,12482.172,12856.716,13521.563,0
3265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3270,812.2,329.873,1.434,133.039,274.16,482.079,681.614,793.558,1072.056,1482.337,0.003
3275,7621,267.59,1.033,99.432,227.446,384.372,554.84,668.449,878.837,1615.288,0.004
3280,6101,335.215,1.224,94.632,238.699,450.683,729.961,1114.418,1528.306,2254.835,0.003
3285,6466.4,316.557,1.247,119.331,257.134,467.311,651.54,777.128,1070.46,1849.32,0.003
3290,6133.8,336.932,2.296,120.408,269.662,491.364,719.882,860.523,1162.397,2067.215,0.003
3295,5371.4,391.023,0.945,143.636,311.598,593.604,811.808,963.825,1291.607,2087.125,0.003
3300,4348.2,452.913,1.968,175.092,387.499,664.547,907.436,1067.318,1437.12,2432.97,0.002
3305,2919.6,679.761,3.134,166.273,378.621,742.349,2277.072,2596.461,3141.144,3725.89,0.001
3310,2115.6,3496.232,2.697,166.447,528.899,1219.313,15982.722,16361.46,16971.335,18083.597,0
3315,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3320,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3325,1359,717.866,1.654,196.321,588.046,1126.192,1547.837,1804.376,2391.397,3849.624,0.001
3330,3140.8,647.312,2.847,202.331,532.085,988.042,1364.818,1623.44,2137.761,3421.425,0.002
3335,3337.4,636.121,1.658,201.324,500.829,939.324,1363.163,1672.953,2295.98,5541.419,0.002
3340,2516.6,787.987,2.927,213.717,636.982,1228.466,1711.737,2013.362,2628.235,3842.996,0.001
3345,3225.6,654.578,2.223,202.781,515.502,984.07,1409.319,1706.479,2299.504,3816.08,0.002
3350,2858.2,701.992,2.616,204.444,548.844,1062.184,1535.055,1847.897,2478.077,4202.49,0.001
3355,2929.8,698.11,4.09,208.063,550.753,1047.216,1522.583,1824.033,2460.354,4966.968,0.001
3360,2729.6,744.035,2.709,224.133,588.823,1088.358,1624.068,1991.627,2726.156,3903.474,0.001
3365,2513,859.443,1.337,234.546,665.394,1303.564,1922.77,2330.561,3090.387,4796.566,0.001
3370,2054.4,981.757,2.849,242.187,767.585,1572.123,2197.716,2578.441,3230.26,5899.525,0.001
3375,2596.2,704.731,1.309,225.101,486.546,1041.852,1603.374,1958.426,2618.877,4225.641,0.001
3380,6388.4,324.492,2.134,127.824,272.609,477.974,669.714,786.567,1009.939,1541.354,0.003
3385,5457.2,375.291,2.09,151.131,306.328,543.613,762.302,924.713,1244.172,2078.093,0.003
3390,5483.4,374.358,1.464,116.611,297.766,569.243,809.928,954.993,1254.435,2229.396,0.003
3395,5017.6,411.587,2.351,130.442,328.939,630.647,875.241,1034.346,1337.891,2264.245,0.002
3400,4850.2,425.146,2.112,134.544,311.625,675.08,929.232,1098.314,1404.499,2062.538,0.002
3405,4596,464.501,4.005,150.667,360.909,705.725,977.703,1168.528,1619.939,2620.074,0.002
3410,3786.8,532.368,3.826,182.845,423.918,783.605,1106.823,1346.67,1871.089,3720.749,0.002
3415,3387.4,626.206,2.099,190.692,467.689,909.685,1358.368,1715.223,2499.852,3944.375,0.002
3420,2372.8,1419.597,2.665,229.641,651,1428.829,6347.473,7257.384,8031.096,9527.171,0.001
3425,207,5062.641,1.815,5793.593,6241.052,6484.368,6658.459,6777.55,6992.475,7231.015,0
3430,5380,285.669,1.11,113.305,240.152,414.988,586.484,699.229,908.436,1557.772,0.004
3435,7133.4,287.31,1.646,97.145,231.672,424.201,613.785,738.917,1002.03,1736.259,0.003
3440,6770.2,300.312,1.668,114.776,252.007,446.497,619.188,724.568,928.372,1667.902,0.003
3445,6562.6,317.98,1.143,117.083,256.426,471.054,665.413,790.44,1035.683,1734.413,0.003
3450,4528.8,459.658,1.523,137.36,299.767,560.5,1003.116,1771.838,2216.349,2951.852,0.002
3455,2702.8,1483.187,1.92,140.541,353.209,714.972,7596.245,7891.988,8483.287,9296.604,0.001
3460,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3465,5618.8,388.267,2.517,121.463,292.931,562.678,853.511,1029.87,1627.167,2779.821,0.003
3470,4362.4,441.991,0.753,132.516,323.983,620.868,1008.709,1243.307,1865.915,2977.447,0.002
3475,6876,298.681,1.923,109.034,250.757,443.489,618.683,727.374,948.029,1576.899,0.003
3480,2317.2,1521.45,3.003,98.897,259.533,626.426,7288.728,7489.469,7846.03,8649.577,0.001
3485,1790,299.649,2.595,127.266,257.762,442.392,599.299,693.869,905.011,1548.059,0.003
3490,7288.6,284.835,1.449,107.638,236.637,421.293,590.374,701.679,906.624,1558.783,0.004
3495,6668,306.253,0.89,107.754,248.086,453.869,645.182,770.584,1032.545,2320.939,0.003
3500,6265.2,345.009,1.077,115.229,273.79,518.88,728.794,878.371,1228.396,2198.109,0.003
3505,5196,411.445,2.432,131.16,300.622,605.571,936.515,1102.361,1487.922,2534.653,0.002
3510,5052.2,406.762,1.691,133.049,304.699,562.014,775.683,917.318,1364.044,6472.578,0.002
3515,778,2665.822,2.779,136.811,479.108,5283.131,5568.891,5694.948,6040.335,6463.051,0
3520,4841.2,372.045,1.054,101.395,231.725,436.445,839.614,1541.483,1914.885,2689.407,0.003
3525,8306.4,246.521,0.768,94.119,205.413,361.09,508.483,607.308,812.484,1587.027,0.004
3530,7443,277.114,0.882,100.632,233.071,408.078,578.709,688.607,898.009,1495.426,0.004
3535,7117,282.758,1.168,96.397,229.625,420.177,604.425,716.156,951.217,1747.854,0.004
3540,6634,313.39,1.409,111.55,256.981,470.224,656.045,766.298,998.659,1826.647,0.003
3545,6093,341.627,0.984,120.034,282.249,502.919,726.474,852.865,1117.184,2167.933,0.003
3550,6097.2,335.698,1.516,121.103,282.552,501.614,690.272,814.76,1078.99,2487.694,0.003
3555,5670.6,366.982,1.272,121.204,297.482,548.348,774.675,923.929,1256.66,2107.012,0.003
3560,5170.2,390.011,0.787,124.702,311.126,592.907,841.333,991.231,1294.703,2327.808,0.003
3565,5055,401.372,1.642,133.737,317.423,609.096,855.027,1016.716,1334.658,2263.652,0.002
3570,4575,464,3.138,162.225,365.351,694.935,975.996,1170.33,1562.099,13911.01,0.002
3575,1689.4,3298.174,0.704,197.293,447.072,1483.58,12272.615,12505.194,12899.683,13838.051,0
3580,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3585,1416,308.069,2.92,121.125,237.755,455.731,644.499,763.791,1056.26,1331.581,0.003
3590,7671,271.963,0.941,103.737,231.045,399.264,554.988,666.246,891.243,1587.794,0.004
3595,3181.8,250.011,1.29,82.911,195.86,375.283,544.031,642.65,843.675,1444.432,0.004
